,creation_time,clozed_text,question,answer,title,url,paragraph
398,Wed Jun 16 03:17:42 2021,What does Planck's law describe of a black body at a given temperature?<br>{{c1::spectral radiance}},What does Planck's law describe of a black body at a given temperature?,spectral radiance,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Planck's law\, in physics\, describes the spectral radiance of a black body at a given temperature. After Max Planck."
399,Wed Jun 16 03:17:42 2021,Who wrote Planck's law?<br>{{c1::Max Planck}},Who wrote Planck's law?,Max Planck,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Planck's law\, in physics\, describes the spectral radiance of a black body at a given temperature. After Max Planck."
400,Wed Jun 16 03:17:49 2021,What do Plateau's laws describe?<br>{{c1::the structure of soap films}},What do Plateau's laws describe?,the structure of soap films,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Plateau's laws describe the structure of soap films. Named after Belgian physicist Joseph Plateau.
401,Wed Jun 16 03:17:49 2021,Who is Plateau's law named after?<br>{{c1::Joseph Plateau}},Who is Plateau's law named after?,Joseph Plateau,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Plateau's laws describe the structure of soap films. Named after Belgian physicist Joseph Plateau.
402,Wed Jun 16 03:17:57 2021,What is the name of the law that states that it is impossible to parody a Creationist in such a way that someone won't mistake<br>{{c1::Poe's law}},What is the name of the law that states that it is impossible to parody a Creationist in such a way that someone won't mistake,Poe's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Poe's law (fundamentalism): ""Without a winking smiley or other blatant display of humor\, it is utterly impossible to parody a Creationist in such a way that someone won't mistake for the genuine article."" Although it originally referred to creationism\, the scope later widened to any form of extremism or fundamentalism."
403,Wed Jun 16 03:17:57 2021,What did Poe's law expand to?<br>{{c1::extremism or fundamentalism}},What did Poe's law expand to?,extremism or fundamentalism,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Poe's law (fundamentalism): ""Without a winking smiley or other blatant display of humor\, it is utterly impossible to parody a Creationist in such a way that someone won't mistake for the genuine article."" Although it originally referred to creationism\, the scope later widened to any form of extremism or fundamentalism."
404,Wed Jun 16 03:18:03 2021,What tends to the mean as sample size increases?<br>{{c1::the average value for a sample}},What tends to the mean as sample size increases?,the average value for a sample,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Poisson's law of large numbers: For independent random variables with a common distribution\, the average value for a sample tends to the mean as sample size increases. Named after Siméon Denis Poisson (1781–1840) and derived from Recherches sur la probabilité des jugements en matière criminelle et en matière civile (1837: Research on the Probability of Criminal and Civil Verdicts)."
405,Wed Jun 16 03:18:03 2021,When was Research on the Probability of Criminal and Civil Verdicts published?<br>{{c1::1837}},When was Research on the Probability of Criminal and Civil Verdicts published?,1837,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Poisson's law of large numbers: For independent random variables with a common distribution\, the average value for a sample tends to the mean as sample size increases. Named after Siméon Denis Poisson (1781–1840) and derived from Recherches sur la probabilité des jugements en matière criminelle et en matière civile (1837: Research on the Probability of Criminal and Civil Verdicts)."
406,Wed Jun 16 03:18:07 2021,What is the average intelligence of political leaders inversely proportional to?<br>{{c1::the square of the number of members being governed}},What is the average intelligence of political leaders inversely proportional to?,the square of the number of members being governed,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Politician's Corollary to Curmudgeon's Dictum: The average intelligence of political leaders is inversely proportional to the square of the number of members being governed or to the square of the budget\, whichever is larger."
407,Wed Jun 16 03:18:13 2021,What is Postel's law?<br>{{c1::conservative}},What is Postel's law?,conservative,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Postel's law: Be conservative in what you do; be liberal in what you accept from others. Derived from RFC 761 (Transmission Control Protocol\, 1980) in which Jon Postel summarized earlier communications of desired interoperability criteria for the Internet Protocol (cf. IEN 111)"
408,Wed Jun 16 03:18:13 2021,What is a reference to RFC 761?<br>{{c1::IEN 111}},What is a reference to RFC 761?,IEN 111,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Postel's law: Be conservative in what you do; be liberal in what you accept from others. Derived from RFC 761 (Transmission Control Protocol\, 1980) in which Jon Postel summarized earlier communications of desired interoperability criteria for the Internet Protocol (cf. IEN 111)"
409,Wed Jun 16 03:18:16 2021,What is the name of Pournelle's law?<br>{{c1::iron law of bureaucracy}},What is the name of Pournelle's law?,iron law of bureaucracy,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Pournelle's iron law of bureaucracy: ""In any bureaucracy\, the people devoted to the benefit of the bureaucracy itself always get in control and those dedicated to the goals the bureaucracy is supposed to accomplish have less and less influence\, and sometimes are eliminated entirely."""
410,Wed Jun 16 03:18:20 2021,Who was the name given to Premack?<br>{{c1::David Premack}},Who was the name given to Premack?,David Premack,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Premack's principle: More probable behaviors will reinforce less probable behaviors. Named for David Premack (1925–2015)
411,Wed Jun 16 03:18:25 2021,What indicates that the square root of the number of all authors contribute half the publications in a given subject?<br>{{c1::Price's law}},What indicates that the square root of the number of all authors contribute half the publications in a given subject?,Price's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Price's law (Price's square root law) indicates that the square root of the number of all authors contribute half the publications in a given subject.
412,Wed Jun 16 03:18:29 2021,What are the two types of people that dominate technology?<br>{{c1::those who understand what they do not manage and those who manage what they do not understand}},What are the two types of people that dominate technology?,those who understand what they do not manage and those who manage what they do not understand,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Putt's law: Technology is dominated by two types of people: those who understand what they do not manage and those who manage what they do not understand.
413,Wed Jun 16 03:18:32 2021,What is Putt's corollary?<br>{{c1::competence inversion}},What is Putt's corollary?,competence inversion,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Putt's corollary: Every technical hierarchy\, in time\, develops a competence inversion."
414,Wed Jun 16 03:18:39 2021,What is equal to the square of the other two sides added together?<br>{{c1::the square of the hypoteneuse}},What is equal to the square of the other two sides added together?,the square of the hypoteneuse,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Pythagorean theorem fundamental relation in Euclidean geometry among the three sides of a right triangle\, that the square of the hypoteneuse is equal to the square of the other two sides added together."
415,Wed Jun 16 03:18:39 2021,What is the square of the hypoteneuse equal to?<br>{{c1::the square of the other two sides added together}},What is the square of the hypoteneuse equal to?,the square of the other two sides added together,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Pythagorean theorem fundamental relation in Euclidean geometry among the three sides of a right triangle\, that the square of the hypoteneuse is equal to the square of the other two sides added together."
416,Wed Jun 16 03:18:45 2021,What is the principle in economics that lower price elasticity of demand is optimally associated with greater markups or greater taxation?<br>{{c1::Ramsey problem}},What is the principle in economics that lower price elasticity of demand is optimally associated with greater markups or greater taxation?,Ramsey problem,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Ramsey problem\, the principle in economics that lower price elasticity of demand is optimally associated with greater markups or greater taxation."
417,Wed Jun 16 03:18:53 2021,What law states that the vapor pressure of mixed liquids is dependent on the vapor pressure of individual liquids and the molar fraction of each<br>{{c1::Raoult's law}},What law states that the vapor pressure of mixed liquids is dependent on the vapor pressure of individual liquids and the molar fraction of each,Raoult's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Raoult's law\, in chemistry: that the vapor pressure of mixed liquids is dependent on the vapor pressures of the individual liquids and the molar fraction of each present in solution."
